Candidate,House.Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check.Column,PartyVar,NewEngland,MidAtlantic,ENCentral,WNCentral,SouthAtlantic,ESCentral,WSCentral,MountainWest,Pacific,CheckVar,Northeast,Midwest,South,West,PerUrban,CheckCandidate
"ONDER, ROBERT FRANK JR",H,MO,9,REP,OPEN,2008,male,0,6.134969325,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,45.83,"ONDER, ROBERT FRANK JR"
"CAHIR, WILLIAM JOHN",H,PA,5,DEM,OPEN,2008,male,0,5.418719212,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"CAHIR, WILLIAM JOHN"
"MCCRACKEN, MARK B",H,PA,5,DEM,OPEN,2008,male,0,5.418719212,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"MCCRACKEN, MARK B"
"VILELLO, RICHARD PAUL JR",H,PA,5,DEM,OPEN,2008,male,0,5.418719212,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"VILELLO, RICHARD PAUL JR"
"EXARCHOS, CHRIS",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"EXARCHOS, CHRIS"
"KRUPA, JOHN T.",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"KRUPA, JOHN T."
"RADKOWSKI, LOUIS A",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"RADKOWSKI, LOUIS A"
"RICHARDSON, KEITH MR.",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"RICHARDSON, KEITH MR."
"SHANER, MATT",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"SHANER, MATT"
"STROEHMANN, JEFFREY JOSH",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"STROEHMANN, JEFFREY JOSH"
"STROUP, JOHN REA",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"STROUP, JOHN REA"
"THOMPSON, GLENN",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"THOMPSON, GLENN"
"WALKER, DEREK A",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46.03,"WALKER, DEREK A"
"HERRON, ROY BRASFIELD",H,TN,8,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"HERRON, ROY BRASFIELD"
"MERCER, LUTHER T II",H,TN,8,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"MERCER, LUTHER T II"
"SMITH , KIMBERLEE E.",H,TN,8,DEM,OPEN,2010,female,1,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"SMITH , KIMBERLEE E."
"FINCHER, STEVE",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"FINCHER, STEVE"
"FLINN, GEORGE S JR",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"FLINN, GEORGE S JR"
"JANES, DONN",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"JANES, DONN"
"KIRKLAND, RONALD",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"KIRKLAND, RONALD"
"RICE, DAVID ALLEN",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"RICE, DAVID ALLEN"
"SMITH, RANDY LEE",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"SMITH, RANDY LEE"
"STEINFELS, CRAIG RICHARD",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"STEINFELS, CRAIG RICHARD"
"WATTS , BEN",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.18,"WATTS , BEN"
"BOSWELL, DAVID E",H,KY,2,DEM,OPEN,2008,male,0,10,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.28,"BOSWELL, DAVID E"
"HAIRE, REID",H,KY,2,DEM,OPEN,2008,male,0,10,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.28,"HAIRE, REID"
"GUTHRIE, STEVEN BRETT",H,KY,2,REP,OPEN,2008,male,0,3,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.28,"GUTHRIE, STEVEN BRETT"
"LONDON, DANIEL ERIC",H,KY,2,REP,OPEN,2008,male,0,3,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,47.28,"LONDON, DANIEL ERIC"
"FREEMAN, MIKE",H,GA,9,DEM,OPEN,2010,male,0,15,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47.31,"FREEMAN, MIKE"
"BENTON, CLYDE DANIEL",H,GA,9,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47.31,"BENTON, CLYDE DANIEL"
"DOOLEY, THOMAS EUGENE",H,GA,9,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47.31,"DOOLEY, THOMAS EUGENE"
"EVANS, MIKE ALLEN",H,GA,9,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47.31,"EVANS, MIKE ALLEN"
"JONES, JEREMY EDWARD",H,GA,9,REP,OPEN,2010,male,0,6.111111111,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,47.31,"JONES, JEREMY EDWARD"
"BARFIELD, JONATHAN JR",H,NC,7,DEM,OPEN,2014,male,0,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,48.02,"BARFIELD, JONATHAN JR"
"MARTIN, WALTER, JR.",H,NC,7,DEM,OPEN,2014,male,0,12.5,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,48.02,"MARTIN, WALTER, JR."
"ANDRADE, CHRISTOPHER ALEN",H,NC,7,REP,OPEN,2014,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,48.02,"ANDRADE, CHRISTOPHER ALEN"
"ROUZER, DAVID CHESTON MR.",H,NC,7,REP,OPEN,2014,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,48.02,"ROUZER, DAVID CHESTON MR."
"WHITE, HAYWOOD EDWIN III",H,NC,7,REP,OPEN,2014,male,0,10.83333333,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,48.02,"WHITE, HAYWOOD EDWIN III"
"GALLOT, RICK",H,LA,5,DEM,OPEN,2014,male,0,8.571428571,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"GALLOT, RICK"
"HUNTER, MARCUS LAMAR",H,LA,5,DEM,OPEN,2014,male,0,8.571428571,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"HUNTER, MARCUS LAMAR"
"JOHNSON, ROBERT ALLEN",H,LA,5,DEM,OPEN,2014,male,0,8.571428571,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"JOHNSON, ROBERT ALLEN"
"MAYO, JAMIE",H,LA,5,DEM,OPEN,2016,female,1,8.571428571,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"MAYO, JAMIE"
"RUSSELL, WELDON",H,LA,5,DEM,OPEN,2014,male,0,8.571428571,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"RUSSELL, WELDON"
"MORRIS, JOHN CLYDE III",H,LA,5,REP,OPEN,2014,male,0,4.761904762,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"MORRIS, JOHN CLYDE III"
"RISER, HARTWELL NEIL JR",H,LA,5,REP,OPEN,2014,male,0,4.761904762,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"RISER, HARTWELL NEIL JR"
"WEATHERLY, PHILLIP BLAKE",H,LA,5,REP,OPEN,2014,male,0,4.761904762,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,48.35,"WEATHERLY, PHILLIP BLAKE"
"CAMPBELL, EARL",H,OH,5,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.81,"CAMPBELL, EARL"
"WEIRAUCH, ROBIN",H,OH,5,DEM,OPEN,2008,female,1,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.81,"WEIRAUCH, ROBIN"
"BUEHRER, STEVE",H,OH,5,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.81,"BUEHRER, STEVE"
"HOLLENBAUGH, MARK",H,OH,5,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.81,"HOLLENBAUGH, MARK"
"PIEPER, FRED",H,OH,5,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.81,"PIEPER, FRED"
"SMITLEY, MICHAEL R.",H,OH,5,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.81,"SMITLEY, MICHAEL R."
"BRENNAN, MICHAEL F",H,ME,1,DEM,OPEN,2008,male,0,23.17880795,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"BRENNAN, MICHAEL F"
"COTE, ADAM ROLAND",H,ME,1,DEM,OPEN,2008,male,0,23.17880795,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"COTE, ADAM ROLAND"
"LAWRENCE, MARK",H,ME,1,DEM,OPEN,2008,male,0,23.17880795,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"LAWRENCE, MARK"
"MEISTER, STEPHEN JOSEPH MD",H,ME,1,DEM,OPEN,2008,male,0,23.17880795,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"MEISTER, STEPHEN JOSEPH MD"
"PINGREE, CHELLIE M",H,ME,1,DEM,OPEN,2008,female,1,23.17880795,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"PINGREE, CHELLIE M"
"STRIMLING, ETHAN K",H,ME,1,DEM,OPEN,2008,male,0,23.17880795,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"STRIMLING, ETHAN K"
"SCONTRAS, DEAN P",H,ME,1,REP,OPEN,2008,male,0,7.284768212,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"SCONTRAS, DEAN P"
"SUMMERS, CHARLES E JR",H,ME,1,REP,OPEN,2008,male,0,7.284768212,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,49.44,"SUMMERS, CHARLES E JR"
"BRIGHT, BOBBY NEAL MR. SR.",H,AL,2,DEM,OPEN,2008,male,0,10.47619048,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"BRIGHT, BOBBY NEAL MR. SR."
"CRAWLEY, CENDIE",H,AL,2,DEM,OPEN,2008,female,1,10.47619048,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"CRAWLEY, CENDIE"
"SABEL, CHERYL T",H,AL,2,DEM,OPEN,2008,female,1,10.47619048,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"SABEL, CHERYL T"
"GRIMES, DAVID G",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"GRIMES, DAVID G"
"LOVE, JAY K",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"LOVE, JAY K"
"MARTIN, JOHN",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"MARTIN, JOHN"
"SCHMIDTKE, CRAIG D",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"SCHMIDTKE, CRAIG D"
"SMITH, HARRI ANNE",H,AL,2,REP,OPEN,2008,female,1,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"SMITH, HARRI ANNE"
"WOODS, DAVID DWIGHT",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,50.02,"WOODS, DAVID DWIGHT"
"DOYLE, BRIAN LAMONT",H,SC,3,DEM,OPEN,2010,male,0,6.451612903,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"DOYLE, BRIAN LAMONT"
"DYER, JANE B MRS",H,SC,3,DEM,OPEN,2010,female,1,6.451612903,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"DYER, JANE B MRS"
"CASH, RICHARD JAMES",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"CASH, RICHARD JAMES"
"COLLINS, NEAL ANTHONY MR",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"COLLINS, NEAL ANTHONY MR"
"DUNCAN, JEFF",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"DUNCAN, JEFF"
"GALYEAN, JAMES D",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"GALYEAN, JAMES D"
"GRIMAUD, JOSEPH A JR",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"GRIMAUD, JOSEPH A JR"
"MASSEY, ANTHONY SHANE",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"MASSEY, ANTHONY SHANE"
"RICE, REX FONTAINE",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"RICE, REX FONTAINE"
"VASOVSKI, FRANK MICHAEL",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50.35,"VASOVSKI, FRANK MICHAEL"
"CASEY, GEORGE NICHOLAS JR",H,WV,2,DEM,OPEN,2014,male,0,11,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"CASEY, GEORGE NICHOLAS JR"
"DUNN, MATTHEW ELLIOT",H,WV,2,DEM,OPEN,2014,male,0,11,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"DUNN, MATTHEW ELLIOT"
"POORE, MESHEA",H,WV,2,DEM,OPEN,2014,female,1,11,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"POORE, MESHEA"
"FLUHARTY, ROBERT LAWRENCE",H,WV,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"FLUHARTY, ROBERT LAWRENCE"
"HARRISON, STEPHEN JOHN",H,WV,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"HARRISON, STEPHEN JOHN"
"LANE, CHARLOTTE R",H,WV,2,REP,OPEN,2014,female,1,10,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"LANE, CHARLOTTE R"
"MOSS, JIM",H,WV,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"MOSS, JIM"
"REED, KENNETH RAY",H,WV,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"REED, KENNETH RAY"
"WALTERS, RONALD NEAL JR",H,WV,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,51.19,"WALTERS, RONALD NEAL JR"
"DEJOIE, JOHN",H,NH,2,DEM,OPEN,2010,male,0,25.25,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"DEJOIE, JOHN"
"FERNALD, MARK",H,NH,2,DEM,OPEN,2010,male,0,25.25,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"FERNALD, MARK"
"KUSTER, ANN MCLANE",H,NH,2,DEM,OPEN,2010,female,1,25.25,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"KUSTER, ANN MCLANE"
"SWETT, KATRINA",H,NH,2,DEM,OPEN,2010,female,1,25.25,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"SWETT, KATRINA"
"ADAMS, JIM",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"ADAMS, JIM"
"BASS, CHARLES F.",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"BASS, CHARLES F."
"BURTON , RAYMOND S.",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"BURTON , RAYMOND S."
"GIUDA, ROBERT",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"GIUDA, ROBERT"
"HORN, JENNIFER",H,NH,2,REP,OPEN,2010,female,1,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"HORN, JENNIFER"
"MANNINO, LEONARD D JR",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"MANNINO, LEONARD D JR"
"REILLY, JOSEPH G.",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"REILLY, JOSEPH G."
"SONNER, WESLEY MICHAEL JR",H,NH,2,REP,OPEN,2010,male,0,10.5,republican,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,51.83,"SONNER, WESLEY MICHAEL JR"
"JILKA, ALAN",H,KS,1,DEM,OPEN,2010,male,0,16.8,democrat,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"JILKA, ALAN"
"BARKER, TIMOTHY CLARK",H,KS,1,REP,OPEN,2010,male,0,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"BARKER, TIMOTHY CLARK"
"BARNETT, JAMES A",H,KS,1,REP,OPEN,2010,male,0,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"BARNETT, JAMES A"
"BOLDRA, SUE ELLEN",H,KS,1,REP,OPEN,2010,female,1,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"BOLDRA, SUE ELLEN"
"COBB, MARCK REDELL",H,KS,1,REP,OPEN,2010,male,0,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"COBB, MARCK REDELL"
"HUELSKAMP, TIMOTHY A",H,KS,1,REP,OPEN,2010,male,0,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"HUELSKAMP, TIMOTHY A"
"MANN, TRACEY ROBERT",H,KS,1,REP,OPEN,2010,female,1,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"MANN, TRACEY ROBERT"
"SHADWICK, MONTE",H,KS,1,REP,OPEN,2010,male,0,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"SHADWICK, MONTE"
"WASINGER, ROBERT K",H,KS,1,REP,OPEN,2010,male,0,12,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,52.49,"WASINGER, ROBERT K"
"WASINGER, ROBERT K",H,VA,10,REP,OPEN,2014,male,0,5,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,52.49,"WASINGER, ROBERT K"
"BARRY , HENRY CLAY",H,TN,6,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"BARRY , HENRY CLAY"
"BUTLER , DEVORE E.",H,TN,6,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"BUTLER , DEVORE E."
"CARTER, BRETT RYAN",H,TN,6,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"CARTER, BRETT RYAN"
"ERDEL, GEORGE T",H,TN,6,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"ERDEL, GEORGE T"
"LEMING, BENJAMIN T",H,TN,6,DEM,OPEN,2010,male,0,12.12121212,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"LEMING, BENJAMIN T"
"BLACK, DIANE LYNN",H,TN,6,REP,OPEN,2010,female,1,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"BLACK, DIANE LYNN"
"EVANS, DAVE",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"EVANS, DAVE"
"MANN, GARY DEWITT",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"MANN, GARY DEWITT"
"MCLELLAN , BRUCE",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"MCLELLAN , BRUCE"
"ROBERTS, KERRY EVAN",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"ROBERTS, KERRY EVAN"
"TRACY, JIM",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"TRACY, JIM"
"ZELENIK, LOU ANN",H,TN,6,REP,OPEN,2010,female,1,5.050505051,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,52.89,"ZELENIK, LOU ANN"
"WHITAKER, DAVID JEFFREY",H,AR,3,DEM,OPEN,2010,male,0,16,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"WHITAKER, DAVID JEFFREY"
"BLEDSOE, CECILE H",H,AR,3,REP,OPEN,2010,female,1,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"BLEDSOE, CECILE H"
"DELAY, ROBERT GUNNER",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"DELAY, ROBERT GUNNER"
"LOWRY, STEVE MR.",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"LOWRY, STEVE MR."
"MADDOX, KURT E",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"MADDOX, KURT E"
"MATAYO, DOUG",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"MATAYO, DOUG"
"MOORE, MIKE C",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"MOORE, MIKE C"
"SKOCH, BERNARD KURT 'BERNIE'",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"SKOCH, BERNARD KURT 'BERNIE'"
"WOMACK, STEVE",H,AR,3,REP,OPEN,2010,male,0,9,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.39,"WOMACK, STEVE"
"AFFELDT, ALLAN",H,AZ,1,DEM,OPEN,2008,male,0,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"AFFELDT, ALLAN"
"BROWN, JEFFREY G",H,AZ,1,DEM,OPEN,2008,male,0,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"BROWN, JEFFREY G"
"KIRKPATRICK, ANN",H,AZ,1,DEM,OPEN,2008,female,1,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"KIRKPATRICK, ANN"
"OLIVAS, MIGUEL MIKE",H,AZ,1,DEM,OPEN,2008,male,0,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"OLIVAS, MIGUEL MIKE"
"RILEY, JEFF",H,AZ,1,DEM,OPEN,2008,male,0,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"RILEY, JEFF"
"SHANKER, HOWARD MARC",H,AZ,1,DEM,OPEN,2008,male,0,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"SHANKER, HOWARD MARC"
"SIMON, ELLEN",H,AZ,1,DEM,OPEN,2008,female,1,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"SIMON, ELLEN"
"TITLA, MARY KIM",H,AZ,1,DEM,OPEN,2008,female,1,15,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"TITLA, MARY KIM"
"HALL, BARRY",H,AZ,1,REP,OPEN,2008,male,0,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"HALL, BARRY"
"HANSEN, THOMAS N",H,AZ,1,REP,OPEN,2008,male,0,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"HANSEN, THOMAS N"
"HAY, SYDNEY",H,AZ,1,REP,OPEN,2008,female,1,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"HAY, SYDNEY"
"KONOPNICKI, BILL",H,AZ,1,REP,OPEN,2008,male,0,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"KONOPNICKI, BILL"
"KORN, PRESTON",H,AZ,1,REP,OPEN,2008,male,0,13.33333333,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,55.4,"KORN, PRESTON"
