"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen","Check Column","PartyVar","_regNewEngland","_regMidAtlantic","_regENCentral","_regWNCentral","_regSouthAtlantic","_regESCentral","_regWSCentral","_regMountainWest","_regPacific","urb_district_id","urbanPercent"
"DRISCOLL, JOHN BRIAN","H","MT","0","DEM","OPEN","2014","male","0","22","democrat","1","0","0","0","0","0","0","0","1","0","MT02014","55.9"
"DUCHENY, DENISE MORENO","H","CA","51","DEM","OPEN","2012","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA512012","95.64"
"DUNN, JOSEPH","H","CA","46","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA462016","100.00"
"DUNN, MATTHEW ELLIOT","H","WV","2","DEM","OPEN","2014","male","0","11","democrat","1","0","0","0","0","1","0","0","0","0","WV22014","51.19"
"DUNWOODY, STEPHEN","H","MI","14","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI142014","100.00"
"DURAN, BENITA","H","CA","32","DEM","OPEN","2010","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"DYER, JANE B MRS","H","SC","3","DEM","OPEN","2010","female","1","6.451612903","democrat","1","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"EADS, RANDY","H","MS","3","DEM","OPEN","2008","male","0","13.93442623","democrat","1","0","0","0","0","0","1","0","0","0","MS32008","40.33"
"EAGLETON, CLIFFORD J","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"EARLE, BEVERLY MILLER","H","NC","12","DEM","OPEN","2014","female","1","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"EBBIN, ADAM","H","VA","8","DEM","OPEN","2014","male","0","12","democrat","1","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"ECKERSLEY, SCOTT","H","MO","7","DEM","OPEN","2010","male","0","15.95092025","democrat","1","0","0","0","0","0","0","0","0","0","MO72010","59.28"
"EDWARDS, EDWIN WASHINGTON","H","LA","6","DEM","OPEN","2014","male","0","8.571428571","democrat","1","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"EDWARDS, LORI","H","FL","12","DEM","OPEN","2010","female","1","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL122010","84.25"
"EDWARDS, RANDOLPH","H","FL","12","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL122010","84.25"
"EHRLICH, JESSICA D","H","FL","13","DEM","OPEN","2014","female","1","13.33333333","democrat","1","0","0","0","0","1","0","0","0","0","FL132014","99.95"
"ELDRIDGE, JAMES BRADLEY","H","MA","5","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","0","MA52008","93.44"
"ELIZONDO, DOLLY","H","TX","15","DEM","OPEN","2016","female","1","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"ELLIOTT, JOYCE ANN","H","AR","2","DEM","OPEN","2010","female","1","16","democrat","1","0","0","0","0","0","0","1","0","0","AR22010","66.20"
"ENG, HENRY H","H","CO","6","DEM","OPEN","2008","male","0","32.30769231","democrat","1","0","0","0","0","0","0","0","1","0","CO62008","84.63"
"ENYART, WILLIAM L JR","H","IL","12","DEM","OPEN","2012","male","0","23.72881356","democrat","1","0","0","1","0","0","0","0","0","0","IL122012","76.73"
"ERDEL, GEORGE T","H","TN","6","DEM","OPEN","2010","male","0","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN62010","52.89"
"ERVIN, VALERIE","H","MD","8","DEM","OPEN","2016","female","1","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD82016","88.08"
"ESPAILLAT, ADRIANO","H","NY","13","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"ESPERO, WILLIAM","H","HI","1","DEM","OPEN","2014","male","0","25.49019608","democrat","1","0","0","0","0","0","0","0","0","1","HI12014","99.73"
"ESTRADA, ANDRES","H","CA","32","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"ESTRADA, JOHN ANTHONY","H","CA","19","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA192010","80.66"
"ESTY, ELIZABETH","H","CT","5","DEM","OPEN","2012","female","1","21.19205298","democrat","1","1","0","0","0","0","0","0","0","0","CT52012","85.80"
"EUILLE, WILLIAM D BILL","H","VA","8","DEM","OPEN","2014","male","0","12","democrat","1","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"EVANS, MERVIN LEON","H","CA","33","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA332010","100.00"
"EVERETT, EARL EARL","H","OK","2","DEM","OPEN","2012","male","0","3.96039604","democrat","1","0","0","0","0","0","0","1","0","0","OK22012","35.51"
"FANOUS, JACK","H","NJ","3","DEM","OPEN","2014","male","0","20","democrat","1","0","1","0","0","0","0","0","0","0","NJ32014","95.73"
"FARREN, MARTIN BENJAMIN","H","MA","4","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","0","MA42012","88.24"
"FEIGENHOLTZ, SARA","H","IL","5","DEM","OPEN","2010","female","1","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"FENTON, ERNEST B","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"FERNALD, MARK","H","NH","2","DEM","OPEN","2010","male","0","25.25","democrat","1","1","0","0","0","0","0","0","0","0","NH22010","51.83"
"FITZ-GERALD, JOAN","H","CO","2","DEM","OPEN","2008","female","1","32.30769231","democrat","1","0","0","0","0","0","0","0","1","0","CO22008","87.24"
"FJELD, LAURA","H","NC","6","DEM","OPEN","2014","female","1","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC62014","56.28"
"FLAHERTY, VINCE","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"FLOWERS, PAULA","H","TN","3","DEM","OPEN","2010","female","1","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"FLYNN, DENNIS R","H","NJ","10","DEM","OPEN","2012","male","0","18.75","democrat","1","0","1","0","0","0","0","0","0","0","NJ102012","100.00"
"FOISTER, COREY","H","OH","8","DEM","OPEN","2016","male","0","13.13131313","democrat","1","0","0","1","0","0","0","0","0","0","OH82016","75.68"
"FORD, FELICIA","H","CA","37","DEM","OPEN","2008","female","1","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"FORGIT, PHILIP","H","VA","1","DEM","OPEN","2008","male","0","10","democrat","1","0","0","0","0","1","0","0","0","0","VA12008","64.16"
"FOSTER, ANDREW","H","OR","5","DEM","OPEN","2008","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","0","1","OR52008","80.34"
"FOSTER, BURGESS","H","MI","14","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI142014","100.00"
"FOUST, JOHN","H","VA","10","DEM","OPEN","2014","male","0","12","democrat","1","0","0","0","0","1","0","0","0","0","VA102014","85.53"
"FRANK, GREG","H","KY","4","DEM","OPEN","2012","male","0","11","democrat","1","0","0","0","0","0","1","0","0","0","KY42012","59.79"
"FRANZMAN, BLAKE","H","NV","2","DEM","OPEN","2012","male","0","26.19047619","democrat","1","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"FRASIER, BENJAMIN JR","H","SC","1","DEM","OPEN","2010","male","0","6.451612903","democrat","1","0","0","0","0","1","0","0","0","0","SC12010","78.44"
"FRASIER, BENJAMIN JR","H","SC","1","DEM","OPEN","2014","male","0","8.870967742","democrat","1","0","0","0","0","1","0","0","0","0","SC12014","87.49"
"FREEMAN, LESTER","H","NY","21","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"FREEMAN, MIKE","H","GA","9","DEM","OPEN","2010","male","0","15","democrat","1","0","0","0","0","1","0","0","0","0","GA92010","47.31"
"FRITCHEY, JOHN A","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"FRITZLAN, LARRY","H","CA","2","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA22012","67.63"
"FUDGE, MARCIA L","H","OH","11","DEM","OPEN","2008","female","1","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"GABBARD, TULSI","H","HI","2","DEM","OPEN","2012","female","1","27.45098039","democrat","1","0","0","0","0","0","0","0","0","1","HI22012","83.65"
"GAGNIER, CHRISTINA","H","CA","35","DEM","OPEN","2014","female","1","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA352014","99.73"
"GAILLOT, JACQUES RENE JR","H","FL","3","DEM","OPEN","2012","male","0","10","democrat","1","0","0","0","0","1","0","0","0","0","FL32012","89.67"
"GALLAGHER, MICHAEL","H","NY","13","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"GALLARDO, STEVE M","H","AZ","7","DEM","OPEN","2014","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","1","0","AZ72014","99.93"
"GALLEGO, RUBEN","H","AZ","7","DEM","OPEN","2014","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","1","0","AZ72014","99.93"
"GALLOT, RICK","H","LA","5","DEM","OPEN","2014","male","0","8.571428571","democrat","1","0","0","0","0","0","0","1","0","0","LA52014","48.35"
"GALVIN, SCOTT","H","FL","17","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"GARCIA, DOMINGO ALBERTO","H","TX","33","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX332012","99.98"
"GARCIA, JOSE ANTONIO","H","FL","25","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL252010","94.54"
"GARRETT, MYKALE L","H","MI","14","DEM","OPEN","2014","female","1","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI142014","100.00"
"GASKINS, SAMUEL LEWIS","H","KY","1","DEM","OPEN","2016","male","0","10","democrat","1","0","0","0","0","0","1","0","0","0","KY12016","36.88"
"GAW, ROBERT STEVEN","H","MO","9","DEM","OPEN","2008","male","0","14.11042945","democrat","1","0","0","0","0","0","0","0","0","0","MO92008","45.83"
"GEMMA, ANTHONY P","H","RI","1","DEM","OPEN","2010","male","0","22.66666667","democrat","1","1","0","0","0","0","0","0","0","0","RI12010","95.50"
"GENTILE, VINCENT","H","NY","11","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY112016","100.00"
"GEOGHEGAN, THOMAS HOWARD","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"GIBSON, CHARLOTTE DIANE","H","CA","44","DEM","OPEN","2016","female","1","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA442016","100.00"
"GIBSON, SHIRLEY","H","FL","17","DEM","OPEN","2010","female","1","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"GILL, JOEL L","H","MS","3","DEM","OPEN","2008","male","0","13.93442623","democrat","1","0","0","0","0","0","1","0","0","0","MS32008","40.33"
"GILL, NIA","H","NJ","10","DEM","OPEN","2012","female","1","18.75","democrat","1","0","1","0","0","0","0","0","0","0","NJ102012","100.00"
"GILLAN, KIM","H","MT","0","DEM","OPEN","2012","female","1","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"GILLARD, MATTHEW OLSON","H","MI","1","DEM","OPEN","2010","male","0","20","democrat","1","0","0","1","0","0","0","0","0","0","MI12010","33.42"
"GILLUM, R. J.","H","NV","2","DEM","OPEN","2012","male","0","26.19047619","democrat","1","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"GOLDBERG, ALBERT MAXWELL","H","CA","26","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA262012","98.73"
"GONZALEZ, VICENTE MR.","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"GOODMAN, ROGER","H","WA","1","DEM","OPEN","2012","male","0","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA12012","95.31"
"GOODWIN, LORAINE","H","CA","19","DEM","OPEN","2010","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA192010","80.66"
"GORDON, DAVID JOSEPH","H","NY","22","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY222016","57.49"
"GOYLE, RAJ","H","KS","4","DEM","OPEN","2010","male","0","16.8","democrat","1","0","0","0","1","0","0","0","0","0","KS42010","78.90"
"GRABER, BENJAMIN","H","FL","19","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL192010","99.55"
"GRAF, JAMES ANDREW","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"GRAHAM, MALCOLM","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"GRANT, LARRY L","H","ID","1","DEM","OPEN","2008","male","0","17.14285714","democrat","1","0","0","0","0","0","0","0","1","0","ID12008","65.82"
"GRAYSON, RICHARD","H","WY","0","DEM","OPEN","2016","male","0","5","democrat","1","0","0","0","0","0","0","0","1","0","WY02016","64.8"
"GREEN, TERRY GLENN","H","AR","1","DEM","OPEN","2010","male","0","16","democrat","1","0","0","0","0","0","0","1","0","0","AR12010","44.64"
"GREENE, RYAN","H","WY","0","DEM","OPEN","2016","male","0","5","democrat","1","0","0","0","0","0","0","0","1","0","WY02016","64.8"
"GREENSTEIN, LINDA","H","NJ","12","DEM","OPEN","2014","female","1","20","democrat","1","0","1","0","0","0","0","0","0","0","NJ122014","97.60"
"GREGORY, JAMES CHRISTOPHER","H","AR","1","DEM","OPEN","2010","male","0","16","democrat","1","0","0","0","0","0","0","1","0","0","AR12010","44.64"
"GREGORY, VINCENT","H","MI","14","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI142014","100.00"
"GRETTENBERGER, SUSAN","H","MI","8","DEM","OPEN","2014","female","1","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI82014","79.23"
"GREUEL, WENDY J","H","CA","33","DEM","OPEN","2014","female","1","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"GRIEGO, ERIC","H","NM","1","DEM","OPEN","2012","male","0","17.14285714","democrat","1","0","0","0","0","0","0","0","1","0","NM12012","91.35"
"GRIFFIN, MORRIS F","H","CA","33","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA332010","100.00"
"GRISHAM, MICHELLE","H","NM","1","DEM","OPEN","2012","female","1","17.14285714","democrat","1","0","0","0","0","0","0","0","1","0","NM12012","91.35"
"GRISHAM, MICHELLE LUJAN","H","NM","1","DEM","OPEN","2008","female","1","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM12008","91.35"
"GRISOLIA, BILL","H","CA","37","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"GUERRA, JUAN ANGEL","H","TX","34","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX342012","83.96"
"GUILD, THOMAS ","H","OK","5","DEM","OPEN","2014","male","0","4.95049505","democrat","1","0","0","0","0","0","0","1","0","0","OK52014","87.64"
"GUILD, THOMAS EUGENE","H","OK","5","DEM","OPEN","2010","male","0","2.97029703","democrat","1","0","0","0","0","0","0","1","0","0","OK52010","87.53"
"GULLESON, PAM","H","ND","0","DEM","OPEN","2012","female","1","3.191489362","democrat","1","0","0","0","1","0","0","0","0","0","ND02012","59.9"
"HAAS, WILLIAM C","H","MO","2","DEM","OPEN","2012","male","0","14.11042945","democrat","1","0","0","0","0","0","0","0","0","0","MO22012","91.69"
"HAFER, BARBARA H","H","PA","12","DEM","OPEN","2010","female","1","5.418719212","democrat","1","0","1","0","0","0","0","0","0","0","PA122010","62.56"
"HAIRE, REID","H","KY","2","DEM","OPEN","2008","male","0","10","democrat","1","0","0","0","0","0","1","0","0","0","KY22008","47.28"
"HALL, DENNIS M","H","WI","2","DEM","OPEN","2012","male","0","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI22012","75.65"
"HALL, ISADORE III","H","CA","44","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA442016","100.00"
"HALVORSON, DEBORAH 'DEBBIE'","H","IL","11","DEM","OPEN","2008","female","1","19.49152542","democrat","1","0","0","1","0","0","0","0","0","0","IL112008","78.11"
"HALVORSON, DEBORAH L","H","IL","2","DEM","OPEN","2014","female","1","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"HAMMON, DOMINIC","H","OR","1","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","OR12012","86.65"
"HAMOS, JULIE","H","IL","10","DEM","OPEN","2010","female","1","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"HANK, JEFFREY A","H","MI","8","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI82014","79.23"
"HANNEMANN, MULIUFI F 'MUFI'","H","HI","2","DEM","OPEN","2012","male","0","27.45098039","democrat","1","0","0","0","0","0","0","0","0","1","HI22012","83.65"
"HARRIMAN, BRAD J","H","IL","12","DEM","OPEN","2012","male","0","23.72881356","democrat","1","0","0","1","0","0","0","0","0","0","IL122012","76.73"
"HARRIS, MARK L","H","WI","6","DEM","OPEN","2014","male","0","17.17171717","democrat","1","0","0","1","0","0","0","0","0","0","WI62014","66.06"
"HARRIS, MATTHEW JOSEPH","H","NJ","1","DEM","OPEN","2014","male","0","20","democrat","1","0","1","0","0","0","0","0","0","0","NJ12014","98.20"
"HARRIS, NAPOLEON B III","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"HARRISON, STEPHEN A. MR.","H","NY","13","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132008","100.00"
"HARTMAN, CHRISTINA MARIE MS.","H","PA","16","DEM","OPEN","2016","female","1","6.896551724","democrat","1","0","1","0","0","0","0","0","0","0","PA162016","85.47"
"HAYNES, GREGORY","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"HAYS, PATRICK HENRY","H","AR","2","DEM","OPEN","2014","male","0","7","democrat","1","0","0","0","0","0","0","1","0","0","AR22014","70.62"
"HEALY-ABRAMS, JOYCE","H","OH","7","DEM","OPEN","2012","female","1","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH72012","71.27"
"HECK, DENNIS","H","WA","3","DEM","OPEN","2010","male","0","21.42857143","democrat","1","0","0","0","0","0","0","0","0","1","WA32010","70.84"
